timestamp,status,datetime,date
1.52012E+12,2,3/3/18 22:42,03-Mar-18
1.52012E+12,3,3/3/18 22:43,03-Mar-18
1.52012E+12,2,3/3/18 22:43,03-Mar-18
1.52012E+12,3,3/4/18 0:12,04-Mar-18
1.52012E+12,2,3/4/18 0:13,04-Mar-18
1.52012E+12,3,3/4/18 0:21,04-Mar-18
1.52012E+12,2,3/4/18 0:21,04-Mar-18
1.52012E+12,3,3/4/18 0:28,04-Mar-18
1.52012E+12,2,3/4/18 0:28,04-Mar-18
1.52012E+12,3,3/4/18 0:31,04-Mar-18
1.52012E+12,2,3/4/18 0:31,04-Mar-18
1.52012E+12,3,3/4/18 0:34,04-Mar-18
1.52012E+12,2,3/4/18 0:35,04-Mar-18
1.52012E+12,3,3/4/18 0:36,04-Mar-18
1.52012E+12,2,3/4/18 0:37,04-Mar-18
1.52012E+12,3,3/4/18 0:40,04-Mar-18
1.52012E+12,3,3/4/18 0:41,04-Mar-18
1.52012E+12,2,3/4/18 0:42,04-Mar-18
1.52012E+12,3,3/4/18 0:43,04-Mar-18
1.52012E+12,2,3/4/18 0:43,04-Mar-18
1.52012E+12,3,3/4/18 0:54,04-Mar-18
1.52012E+12,2,3/4/18 0:55,04-Mar-18
1.52013E+12,3,3/4/18 0:58,04-Mar-18
1.52013E+12,2,3/4/18 0:58,04-Mar-18
1.52013E+12,3,3/4/18 1:03,04-Mar-18
1.52013E+12,2,3/4/18 1:03,04-Mar-18
1.52013E+12,3,3/4/18 1:08,04-Mar-18
1.52013E+12,2,3/4/18 1:08,04-Mar-18
1.52013E+12,3,3/4/18 1:21,04-Mar-18
1.52013E+12,2,3/4/18 1:21,04-Mar-18
1.52013E+12,3,3/4/18 1:29,04-Mar-18
1.52013E+12,2,3/4/18 1:30,04-Mar-18
1.52013E+12,3,3/4/18 1:36,04-Mar-18
1.52013E+12,2,3/4/18 1:37,04-Mar-18
1.52013E+12,3,3/4/18 1:38,04-Mar-18
1.52013E+12,2,3/4/18 1:39,04-Mar-18
1.52013E+12,3,3/4/18 1:47,04-Mar-18
1.52013E+12,2,3/4/18 1:47,04-Mar-18
1.52013E+12,3,3/4/18 1:53,04-Mar-18
1.52013E+12,2,3/4/18 1:58,04-Mar-18
1.52013E+12,3,3/4/18 2:00,04-Mar-18
1.52013E+12,3,3/4/18 2:00,04-Mar-18
1.52013E+12,2,3/4/18 3:21,04-Mar-18
1.52013E+12,3,3/4/18 3:25,04-Mar-18
1.52013E+12,2,3/4/18 3:26,04-Mar-18
1.52014E+12,3,3/4/18 4:45,04-Mar-18
1.52014E+12,2,3/4/18 4:53,04-Mar-18
1.52014E+12,3,3/4/18 4:54,04-Mar-18
1.52014E+12,2,3/4/18 4:57,04-Mar-18
1.52014E+12,3,3/4/18 5:37,04-Mar-18
1.52014E+12,2,3/4/18 5:39,04-Mar-18
1.52014E+12,3,3/4/18 5:45,04-Mar-18
1.52014E+12,2,3/4/18 5:46,04-Mar-18
1.52015E+12,3,3/4/18 6:43,04-Mar-18
1.52015E+12,2,3/4/18 6:45,04-Mar-18
1.52015E+12,3,3/4/18 6:51,04-Mar-18
1.52015E+12,2,3/4/18 6:57,04-Mar-18
1.52015E+12,3,3/4/18 7:01,04-Mar-18
1.52015E+12,2,3/4/18 7:36,04-Mar-18
1.52015E+12,2,3/4/18 7:36,04-Mar-18
1.52015E+12,2,3/4/18 7:36,04-Mar-18
1.52015E+12,2,3/4/18 7:36,04-Mar-18
1.52015E+12,2,3/4/18 7:36,04-Mar-18
1.52015E+12,2,3/4/18 7:36,04-Mar-18
1.52018E+12,3,3/4/18 15:43,04-Mar-18
1.52018E+12,2,3/4/18 16:36,04-Mar-18
1.52018E+12,3,3/4/18 16:37,04-Mar-18
1.52018E+12,2,3/4/18 16:43,04-Mar-18
1.52019E+12,3,3/4/18 17:37,04-Mar-18
1.52019E+12,2,3/4/18 17:41,04-Mar-18
1.52019E+12,3,3/4/18 18:17,04-Mar-18
1.52019E+12,2,3/4/18 18:17,04-Mar-18
1.52019E+12,3,3/4/18 19:19,04-Mar-18
1.52019E+12,2,3/4/18 19:22,04-Mar-18
1.52019E+12,3,3/4/18 19:26,04-Mar-18
1.52019E+12,2,3/4/18 19:26,04-Mar-18
1.5202E+12,3,3/4/18 21:08,04-Mar-18
1.5202E+12,2,3/4/18 21:08,04-Mar-18
1.5202E+12,3,3/4/18 21:14,04-Mar-18
1.5202E+12,2,3/4/18 21:28,04-Mar-18
1.5202E+12,3,3/4/18 21:44,04-Mar-18
1.5202E+12,2,3/4/18 21:44,04-Mar-18
1.5202E+12,3,3/4/18 21:52,04-Mar-18
1.5202E+12,3,3/4/18 21:54,04-Mar-18
1.5202E+12,2,3/4/18 21:54,04-Mar-18
1.5202E+12,3,3/4/18 21:59,04-Mar-18
1.5202E+12,2,3/4/18 22:03,04-Mar-18
1.5202E+12,2,3/4/18 22:03,04-Mar-18
1.5202E+12,2,3/4/18 22:03,04-Mar-18
1.5202E+12,2,3/4/18 22:03,04-Mar-18
1.5202E+12,3,3/4/18 23:03,04-Mar-18
1.5202E+12,2,3/4/18 23:04,04-Mar-18
1.5202E+12,2,3/4/18 23:04,04-Mar-18
1.5202E+12,2,3/4/18 23:04,04-Mar-18
1.5202E+12,2,3/4/18 23:04,04-Mar-18
1.5202E+12,2,3/4/18 23:04,04-Mar-18
1.5202E+12,2,3/4/18 23:04,04-Mar-18
1.5202E+12,2,3/4/18 23:04,04-Mar-18
1.5202E+12,2,3/4/18 23:04,04-Mar-18
1.5202E+12,2,3/4/18 23:04,04-Mar-18
1.5202E+12,2,3/4/18 23:04,04-Mar-18
1.5202E+12,2,3/4/18 23:04,04-Mar-18
1.52021E+12,3,3/5/18 1:22,05-Mar-18
1.52021E+12,2,3/5/18 1:33,05-Mar-18
1.52022E+12,3,3/5/18 2:27,05-Mar-18
1.52022E+12,2,3/5/18 2:29,05-Mar-18
1.52022E+12,3,3/5/18 2:29,05-Mar-18
1.52022E+12,2,3/5/18 2:31,05-Mar-18
1.52022E+12,3,3/5/18 3:43,05-Mar-18
1.52022E+12,2,3/5/18 3:48,05-Mar-18
1.52022E+12,3,3/5/18 3:49,05-Mar-18
1.52022E+12,2,3/5/18 3:51,05-Mar-18
1.52022E+12,3,3/5/18 4:01,05-Mar-18
1.52022E+12,2,3/5/18 4:01,05-Mar-18
1.52022E+12,2,3/5/18 4:02,05-Mar-18
1.52022E+12,3,3/5/18 4:08,05-Mar-18
1.52022E+12,2,3/5/18 4:08,05-Mar-18
1.52022E+12,3,3/5/18 4:28,05-Mar-18
1.52022E+12,2,3/5/18 4:30,05-Mar-18
1.52023E+12,3,3/5/18 4:59,05-Mar-18
1.52023E+12,2,3/5/18 5:01,05-Mar-18
1.52023E+12,3,3/5/18 5:51,05-Mar-18
1.52023E+12,2,3/5/18 5:52,05-Mar-18
1.52023E+12,3,3/5/18 6:14,05-Mar-18
1.52023E+12,3,3/5/18 6:15,05-Mar-18
1.52023E+12,2,3/5/18 6:20,05-Mar-18
1.52023E+12,3,3/5/18 6:21,05-Mar-18
1.52023E+12,2,3/5/18 6:22,05-Mar-18
1.52023E+12,3,3/5/18 6:56,05-Mar-18
1.52023E+12,2,3/5/18 6:59,05-Mar-18
1.52023E+12,3,3/5/18 7:08,05-Mar-18
1.52023E+12,2,3/5/18 7:09,05-Mar-18
1.52023E+12,2,3/5/18 7:09,05-Mar-18
1.52023E+12,2,3/5/18 7:09,05-Mar-18
1.52023E+12,2,3/5/18 7:09,05-Mar-18
1.52023E+12,2,3/5/18 7:09,05-Mar-18
1.52023E+12,2,3/5/18 7:09,05-Mar-18
1.52023E+12,2,3/5/18 7:09,05-Mar-18
1.52023E+12,2,3/5/18 7:09,05-Mar-18
1.52023E+12,2,3/5/18 7:09,05-Mar-18
1.52023E+12,2,3/5/18 7:09,05-Mar-18
1.52023E+12,2,3/5/18 7:09,05-Mar-18
1.52023E+12,2,3/5/18 7:09,05-Mar-18
1.52023E+12,2,3/5/18 7:09,05-Mar-18
1.52023E+12,2,3/5/18 7:09,05-Mar-18
1.52023E+12,2,3/5/18 7:09,05-Mar-18
1.52023E+12,2,3/5/18 7:09,05-Mar-18
1.52023E+12,2,3/5/18 7:09,05-Mar-18
1.52023E+12,2,3/5/18 7:09,05-Mar-18
1.52023E+12,2,3/5/18 7:09,05-Mar-18
1.52023E+12,2,3/5/18 7:09,05-Mar-18
1.52023E+12,2,3/5/18 7:09,05-Mar-18
1.52023E+12,2,3/5/18 7:09,05-Mar-18
1.52023E+12,2,3/5/18 7:09,05-Mar-18
1.52023E+12,2,3/5/18 7:09,05-Mar-18
1.52023E+12,2,3/5/18 7:09,05-Mar-18
1.52023E+12,2,3/5/18 7:09,05-Mar-18
1.52025E+12,3,3/5/18 12:39,05-Mar-18
1.52025E+12,2,3/5/18 12:40,05-Mar-18
1.52025E+12,3,3/5/18 12:56,05-Mar-18
1.52025E+12,2,3/5/18 12:57,05-Mar-18
1.52025E+12,3,3/5/18 13:02,05-Mar-18
1.52026E+12,2,3/5/18 13:13,05-Mar-18
1.52026E+12,3,3/5/18 13:16,05-Mar-18
1.52026E+12,2,3/5/18 13:23,05-Mar-18
1.52026E+12,2,3/5/18 13:23,05-Mar-18
1.52026E+12,2,3/5/18 13:23,05-Mar-18
1.52026E+12,2,3/5/18 13:23,05-Mar-18
1.52026E+12,3,3/5/18 15:40,05-Mar-18
1.52026E+12,2,3/5/18 15:41,05-Mar-18
1.52027E+12,3,3/5/18 15:53,05-Mar-18
1.52027E+12,2,3/5/18 15:55,05-Mar-18
1.52027E+12,3,3/5/18 17:03,05-Mar-18
1.52027E+12,2,3/5/18 17:05,05-Mar-18
1.52027E+12,3,3/5/18 17:21,05-Mar-18
1.52027E+12,2,3/5/18 17:22,05-Mar-18
1.52027E+12,3,3/5/18 17:59,05-Mar-18
1.52027E+12,2,3/5/18 18:04,05-Mar-18
1.52027E+12,3,3/5/18 18:27,05-Mar-18
1.52027E+12,2,3/5/18 18:28,05-Mar-18
1.52028E+12,3,3/5/18 18:43,05-Mar-18
1.52028E+12,3,3/5/18 18:43,05-Mar-18
1.52028E+12,2,3/5/18 18:56,05-Mar-18
1.52028E+12,2,3/5/18 18:56,05-Mar-18
1.52028E+12,2,3/5/18 18:56,05-Mar-18
1.52028E+12,2,3/5/18 18:56,05-Mar-18
1.52028E+12,2,3/5/18 18:56,05-Mar-18
1.52028E+12,3,3/5/18 20:02,05-Mar-18
1.52028E+12,2,3/5/18 20:10,05-Mar-18
1.52028E+12,3,3/5/18 20:48,05-Mar-18
1.52028E+12,2,3/5/18 20:48,05-Mar-18
1.52028E+12,3,3/5/18 20:49,05-Mar-18
1.52028E+12,2,3/5/18 21:04,05-Mar-18
1.52028E+12,3,3/5/18 21:06,05-Mar-18
1.52028E+12,2,3/5/18 21:14,05-Mar-18
1.52028E+12,3,3/5/18 21:18,05-Mar-18
1.52028E+12,2,3/5/18 21:19,05-Mar-18
1.52028E+12,3,3/5/18 21:20,05-Mar-18
1.52028E+12,2,3/5/18 21:21,05-Mar-18
1.52029E+12,3,3/5/18 21:28,05-Mar-18
1.52029E+12,2,3/5/18 21:29,05-Mar-18
1.52029E+12,3,3/5/18 22:02,05-Mar-18
1.52029E+12,2,3/5/18 22:09,05-Mar-18
1.52029E+12,3,3/5/18 22:17,05-Mar-18
1.52029E+12,2,3/5/18 22:32,05-Mar-18
1.52029E+12,3,3/5/18 22:33,05-Mar-18
1.52029E+12,2,3/5/18 22:33,05-Mar-18
1.52029E+12,3,3/5/18 22:46,05-Mar-18
1.52029E+12,2,3/5/18 22:47,05-Mar-18
1.52029E+12,3,3/5/18 22:53,05-Mar-18
1.52029E+12,2,3/5/18 22:53,05-Mar-18
1.52029E+12,3,3/5/18 22:55,05-Mar-18
1.52029E+12,2,3/5/18 22:55,05-Mar-18
1.52029E+12,3,3/5/18 22:58,05-Mar-18
1.52029E+12,2,3/5/18 22:58,05-Mar-18
1.52029E+12,3,3/5/18 23:01,05-Mar-18
1.52029E+12,2,3/5/18 23:01,05-Mar-18
1.52029E+12,3,3/5/18 23:03,05-Mar-18
1.52029E+12,2,3/5/18 23:06,05-Mar-18
1.52029E+12,3,3/5/18 23:06,05-Mar-18
1.52029E+12,2,3/5/18 23:09,05-Mar-18
1.52029E+12,3,3/5/18 23:10,05-Mar-18
1.52029E+12,2,3/5/18 23:10,05-Mar-18
1.52029E+12,3,3/5/18 23:14,05-Mar-18
1.52029E+12,2,3/5/18 23:26,05-Mar-18
1.52029E+12,3,3/5/18 23:27,05-Mar-18
1.52029E+12,2,3/5/18 23:29,05-Mar-18
1.52029E+12,3,3/5/18 23:38,05-Mar-18
1.52029E+12,2,3/5/18 23:41,05-Mar-18
1.52029E+12,3,3/6/18 0:03,06-Mar-18
1.52029E+12,2,3/6/18 0:03,06-Mar-18
1.5203E+12,3,3/6/18 1:35,06-Mar-18
1.5203E+12,2,3/6/18 1:36,06-Mar-18
1.5203E+12,3,3/6/18 1:39,06-Mar-18
1.5203E+12,2,3/6/18 1:40,06-Mar-18
1.5203E+12,3,3/6/18 2:11,06-Mar-18
1.5203E+12,2,3/6/18 2:12,06-Mar-18
1.52031E+12,3,3/6/18 5:02,06-Mar-18
1.52031E+12,2,3/6/18 5:03,06-Mar-18
1.52031E+12,3,3/6/18 5:04,06-Mar-18
1.52031E+12,2,3/6/18 5:11,06-Mar-18
1.52031E+12,3,3/6/18 5:13,06-Mar-18
1.52031E+12,2,3/6/18 5:14,06-Mar-18
1.52032E+12,3,3/6/18 7:20,06-Mar-18
1.52032E+12,3,3/6/18 7:20,06-Mar-18
1.52032E+12,3,3/6/18 7:39,06-Mar-18
1.52032E+12,2,3/6/18 7:39,06-Mar-18
1.52032E+12,2,3/6/18 7:39,06-Mar-18
1.52032E+12,2,3/6/18 7:39,06-Mar-18
1.52032E+12,2,3/6/18 7:39,06-Mar-18
1.52032E+12,2,3/6/18 7:39,06-Mar-18
1.52032E+12,2,3/6/18 7:39,06-Mar-18
1.52035E+12,3,3/6/18 15:28,06-Mar-18
1.52035E+12,2,3/6/18 15:29,06-Mar-18
1.52035E+12,3,3/6/18 15:54,06-Mar-18
1.52035E+12,2,3/6/18 15:55,06-Mar-18
1.52036E+12,2,3/6/18 18:18,06-Mar-18
1.52036E+12,3,3/6/18 19:16,06-Mar-18
1.52036E+12,2,3/6/18 19:17,06-Mar-18
1.52036E+12,3,3/6/18 19:17,06-Mar-18
1.52036E+12,2,3/6/18 19:18,06-Mar-18
1.52036E+12,3,3/6/18 19:18,06-Mar-18
1.52036E+12,2,3/6/18 19:19,06-Mar-18
1.52037E+12,3,3/6/18 21:46,06-Mar-18
1.52037E+12,2,3/6/18 21:47,06-Mar-18
1.52037E+12,3,3/6/18 21:47,06-Mar-18
1.52037E+12,2,3/6/18 21:49,06-Mar-18
1.52038E+12,3,3/7/18 0:27,07-Mar-18
1.52038E+12,2,3/7/18 0:30,07-Mar-18
1.52038E+12,3,3/7/18 0:43,07-Mar-18
1.52038E+12,2,3/7/18 0:44,07-Mar-18
1.52039E+12,3,3/7/18 3:21,07-Mar-18
1.52039E+12,2,3/7/18 3:23,07-Mar-18
1.52039E+12,3,3/7/18 3:47,07-Mar-18
1.52039E+12,2,3/7/18 3:47,07-Mar-18
1.52039E+12,3,3/7/18 3:48,07-Mar-18
1.52039E+12,2,3/7/18 3:49,07-Mar-18
1.52039E+12,3,3/7/18 3:50,07-Mar-18
1.52039E+12,2,3/7/18 3:51,07-Mar-18
1.5204E+12,3,3/7/18 4:16,07-Mar-18
1.5204E+12,2,3/7/18 4:17,07-Mar-18
1.5204E+12,3,3/7/18 4:18,07-Mar-18
1.5204E+12,2,3/7/18 4:18,07-Mar-18
1.5204E+12,3,3/7/18 6:03,07-Mar-18
1.5204E+12,3,3/7/18 6:03,07-Mar-18
1.5204E+12,3,3/7/18 6:03,07-Mar-18
1.5204E+12,3,3/7/18 6:03,07-Mar-18
1.5204E+12,3,3/7/18 6:03,07-Mar-18
1.52041E+12,2,3/7/18 7:01,07-Mar-18
1.52041E+12,2,3/7/18 7:01,07-Mar-18
1.52041E+12,2,3/7/18 7:01,07-Mar-18
1.52041E+12,2,3/7/18 7:01,07-Mar-18
1.52041E+12,2,3/7/18 7:01,07-Mar-18
1.52041E+12,2,3/7/18 7:01,07-Mar-18
1.52041E+12,2,3/7/18 7:01,07-Mar-18
1.52041E+12,2,3/7/18 7:01,07-Mar-18
1.52041E+12,2,3/7/18 7:01,07-Mar-18
1.52041E+12,2,3/7/18 7:01,07-Mar-18
1.52041E+12,2,3/7/18 7:01,07-Mar-18
1.52041E+12,2,3/7/18 7:01,07-Mar-18
1.52041E+12,2,3/7/18 7:01,07-Mar-18
1.52041E+12,2,3/7/18 7:01,07-Mar-18
1.52041E+12,2,3/7/18 7:01,07-Mar-18
1.52041E+12,2,3/7/18 7:01,07-Mar-18
1.52041E+12,2,3/7/18 7:01,07-Mar-18
1.52041E+12,2,3/7/18 7:01,07-Mar-18
1.52041E+12,2,3/7/18 7:01,07-Mar-18
1.52041E+12,2,3/7/18 7:01,07-Mar-18
1.52041E+12,2,3/7/18 7:01,07-Mar-18
1.52041E+12,2,3/7/18 7:01,07-Mar-18
1.52041E+12,2,3/7/18 7:01,07-Mar-18
1.52041E+12,2,3/7/18 7:01,07-Mar-18
1.52041E+12,2,3/7/18 7:01,07-Mar-18
1.52043E+12,3,3/7/18 12:45,07-Mar-18
1.52043E+12,2,3/7/18 12:46,07-Mar-18
1.52043E+12,3,3/7/18 12:46,07-Mar-18
1.52043E+12,2,3/7/18 12:46,07-Mar-18
1.52043E+12,3,3/7/18 13:14,07-Mar-18
1.52043E+12,2,3/7/18 13:17,07-Mar-18
1.52043E+12,3,3/7/18 13:18,07-Mar-18
1.52043E+12,2,3/7/18 13:26,07-Mar-18
1.52044E+12,3,3/7/18 15:23,07-Mar-18
1.52044E+12,2,3/7/18 15:24,07-Mar-18
1.52044E+12,3,3/7/18 15:25,07-Mar-18
1.52044E+12,2,3/7/18 15:25,07-Mar-18
1.52044E+12,3,3/7/18 15:32,07-Mar-18
1.52044E+12,2,3/7/18 15:33,07-Mar-18
1.52044E+12,3,3/7/18 15:47,07-Mar-18
1.52044E+12,2,3/7/18 15:52,07-Mar-18
1.52044E+12,3,3/7/18 16:02,07-Mar-18
1.52044E+12,2,3/7/18 16:04,07-Mar-18
1.52044E+12,3,3/7/18 16:05,07-Mar-18
1.52044E+12,2,3/7/18 16:12,07-Mar-18
1.52044E+12,3,3/7/18 16:16,07-Mar-18
1.52044E+12,2,3/7/18 16:20,07-Mar-18
1.52044E+12,3,3/7/18 16:24,07-Mar-18
1.52044E+12,2,3/7/18 16:27,07-Mar-18
1.52044E+12,3,3/7/18 16:34,07-Mar-18
1.52044E+12,2,3/7/18 16:41,07-Mar-18
1.52044E+12,3,3/7/18 16:42,07-Mar-18
1.52044E+12,2,3/7/18 16:44,07-Mar-18
1.52044E+12,3,3/7/18 16:56,07-Mar-18
1.52044E+12,2,3/7/18 16:57,07-Mar-18
1.52044E+12,3,3/7/18 17:06,07-Mar-18
1.52044E+12,2,3/7/18 17:10,07-Mar-18
1.52044E+12,3,3/7/18 17:12,07-Mar-18
1.52044E+12,2,3/7/18 17:14,07-Mar-18
1.52044E+12,3,3/7/18 17:47,07-Mar-18
1.52044E+12,2,3/7/18 17:48,07-Mar-18
1.52045E+12,3,3/7/18 17:52,07-Mar-18
1.52045E+12,2,3/7/18 17:54,07-Mar-18
1.52045E+12,3,3/7/18 18:02,07-Mar-18
1.52045E+12,2,3/7/18 18:04,07-Mar-18
1.52045E+12,3,3/7/18 18:34,07-Mar-18
1.52045E+12,2,3/7/18 18:36,07-Mar-18
1.52045E+12,3,3/7/18 18:51,07-Mar-18
1.52045E+12,2,3/7/18 18:52,07-Mar-18
1.52045E+12,3,3/7/18 18:59,07-Mar-18
1.52045E+12,2,3/7/18 19:03,07-Mar-18
1.52045E+12,3,3/7/18 19:04,07-Mar-18
1.52045E+12,2,3/7/18 19:08,07-Mar-18
1.52045E+12,3,3/7/18 19:30,07-Mar-18
1.52045E+12,2,3/7/18 19:32,07-Mar-18
1.52047E+12,3,3/8/18 0:35,08-Mar-18
1.52047E+12,2,3/8/18 0:36,08-Mar-18
1.52047E+12,3,3/8/18 0:37,08-Mar-18
1.52047E+12,2,3/8/18 0:38,08-Mar-18
1.52047E+12,3,3/8/18 0:41,08-Mar-18
1.52047E+12,2,3/8/18 0:41,08-Mar-18
1.52047E+12,3,3/8/18 0:42,08-Mar-18
1.52047E+12,2,3/8/18 0:45,08-Mar-18
1.52047E+12,3,3/8/18 1:40,08-Mar-18
1.52047E+12,2,3/8/18 1:41,08-Mar-18
1.52047E+12,3,3/8/18 1:41,08-Mar-18
1.52047E+12,2,3/8/18 1:43,08-Mar-18
1.52047E+12,2,3/8/18 1:43,08-Mar-18
1.52048E+12,3,3/8/18 2:41,08-Mar-18
1.52048E+12,3,3/8/18 2:41,08-Mar-18
1.52048E+12,3,3/8/18 2:41,08-Mar-18
1.52048E+12,2,3/8/18 4:23,08-Mar-18
1.52048E+12,3,3/8/18 4:24,08-Mar-18
1.52048E+12,2,3/8/18 4:32,08-Mar-18
1.52048E+12,3,3/8/18 4:33,08-Mar-18
1.52048E+12,2,3/8/18 4:37,08-Mar-18
1.52048E+12,3,3/8/18 4:52,08-Mar-18
1.52048E+12,2,3/8/18 4:54,08-Mar-18
1.52049E+12,3,3/8/18 5:00,08-Mar-18
1.52049E+12,2,3/8/18 5:14,08-Mar-18
1.52049E+12,3,3/8/18 5:15,08-Mar-18
1.52049E+12,2,3/8/18 5:16,08-Mar-18
1.52049E+12,3,3/8/18 6:50,08-Mar-18
1.52049E+12,3,3/8/18 6:50,08-Mar-18
1.52049E+12,2,3/8/18 6:54,08-Mar-18
